29169|GRB 201223A: NOT optical upper limit and NEXT powerlaw decay|GRB 201223A|https://gcn.gsfc.nasa.gov/gcn3/29169.gcn3|ed optical afterglow (Lipunov et al. GCN 29157; Gropp et al., GCN 29158; Zhu et al. GCN 29159; Hu et al. GCN 29160; Hosokawa et al. GCN 29164; Romanov et al. GCN 29165; Xin et al. GCN 29166; Belkin et al., GCN 29167; Kumar et al., GCN 29168) is not detected in the stacked image, down to a limiting magnitude of r > 22.0 mag.Further analysis of our previous NEXT observations (Zhu et al. GCN 29159) shows that the afterglow is decaying as F_rband ~ t^(-\alpha), where \alpha = 1.1 since the very beginning. The afterglow would be slightly fainter than 22.0 mag if this powerlaw decay is extrapolated until the NOT observational time, being consistent with the observed NOT upper limit. So the afterglow could be decaying in a single powerlaw until the NOT observation or have broken to a steeper decay before the NOT observation.
29159|GRB 201223A: Nanshan/NEXT early optical afterglow detection|GRB 201223A|https://gcn.gsfc.nasa.gov/gcn3/29159.gcn3|We observed the field of GRB 201223A (Gropp et al., GCN 29158) using the NEXT-0.6m optical telescope located at Nanshan, Xinjiang, China. Observations automatically started at 18:01:14 UT on 2020-12-23, i.e., 168 s after the BAT trigger. We obtained a series of 2x40s, 4x60s and 12x90s frames in the Sloan r-filter, and observations are ongoing.An uncatalogued decaying optical transient is detected at the Swift/UVOT position (Gropp et al., GCN 29158), which is thus concluded to be the optical afterglow of burst. The afterglow has r = 15.67 +/- 0.01 mag in our first image, calibrated with nearby PS1 stars.[GCN OPS NOTE(24Dec2020)  Per author's request, M. Zhang was addedto the author list.]
29118|GRB 201221D: Nanshan/NEXT early optical upper limit|GRB 201221D|https://gcn.gsfc.nasa.gov/gcn3/29118.gcn3|We observed the field of GRB 201221D (Page et al., GCN 29112) using the NEXT-0.6m optical telescope located at Nanshan, Xinjiang, China. Observations automatically started at 23:07:39 UT on 2020-12-21, i.e., 65 s after the BAT trigger. We obtained 3x40s, 4x60s and 12x90s frames in the Sloan r-filter.No optical source is detected in our stacked image at the XRT enhanced position (Evans et al., GCN 29113), down to a upper limit of r~21.3, calibrated with the nearby PanSTARRS field.
28846|GRB 201103B (ZTF20acozryr/AT2020yxz): Nanshan/NEXT-0.6m optical observations|GRB 201103B (ZTF20acozryr/AT2020yxz)|https://gcn.gsfc.nasa.gov/gcn3/28846.gcn3|We observed the optical transient, ZTF20acozryr/AT2020yxz, an likely orphan GRB optical afterglow when discovered by ZTF (Coughlin et al., GCN 28841) and later confirmed by the IPN localisation as the optical afterglow of GRB 201103B (Svinkin et al., GCN 28844), using the NEXT-0.6m optical telescope located at Nanshan, Xinjiang, China. Observations started at 17:33:06 UT on 2020-11-05 and a series of 120s exposures were obtained in the Sloan r-filter.Considering the IPN trigger time, 18:06:47 UT on 2020-11-03, as the onset of the burst, preliminary photometry results are as follows:T_mid_obs (UT) T_mid_grb(day)  Mag   MagErr2020-11-05T17:43:35    1.984      20.5    0.32020-11-05T18:31:28    2.017      20.8    0.2calibrated with nearby PS1 stars.Compared with the ZTF photometry, such a decay is consistent with that of a conventional GRB optical afterglow.
28786|GRB 201026A: NanShan/NEXT-0.6m optical upper limit|GRB 201026A|https://gcn.gsfc.nasa.gov/gcn3/28786.gcn3|We observed the field of GRB 201026A (Cenko et al., GCN 28784) using the NEXT-0.6m optical telescope located at Nanshan, Xinjiang, China. Observations automatically started at 22:49:35 UT on 2020-10-26, i.e., 12 min after the BAT trigger. We obtained 3x40 s, 4x60 s and 12x90 s frames in the Sloan r-filter.No new optical source is detected in our stacked image at the XRT position, down to a limiting magnitude of r = 20.5, calibrated with the nearby Pan-STARRS field.
28719|GRB 201020B: Nanshan/NEXT optical afterglow confirmation|GRB 201020B|https://gcn.gsfc.nasa.gov/gcn3/28719.gcn3|ed by MASTER (Lipunov et al., GCN 28718) is clearly detected in our single image at improved coordinatesR.A. (J2000) = 5:01:52.80Dec. (J2000) = +77:04:06.23with a positional uncertainty of ~0.5 arcsec. It has decayed to m_r = 19.0 +/- 0.1 at T_mid = 0.7944 day post-trigger, calibrated with nearby PS1 stars.Based on the quick decay behaviour, we confirm that the source is very likely the afterglow of the burst.
28701|GRB 201020A: Nanshan/NEXT optical observations|GRB 201020A|https://gcn.gsfc.nasa.gov/gcn3/28701.gcn3|We observed the field of GRB 201020A (Ambrosi et al., GCN 28696) using the NEXT-0.6m telescope located at Nanshan, Xinjiang, China. We obtained 15x120s frames in the Sloan r-band, starting at 13:48:25 UT on 2020-10-20, i.e., 8.02 hr after the BAT trigger.The optical afterglow (Ambrosi et al., GCN 28696; Adachi et al., GCN 28697) of the burst is clearly detected in our stacked image, with r = 19.69 +/- 0.06 mag at T_mid = 0.3461 day post-burst, calibrated with nearby PS1 stars.
28655|GRB 201014A: Nanshan/NEXT optical observations|GRB 201014A|https://gcn.gsfc.nasa.gov/gcn3/28655.gcn3|We observed the field of GRB 201014A (Swift trigger =1000255, Ambrosi et al., GCN 28623) using the NEXT-0.6m optical telescope located at Nanshan, Xinjiang, China. Observations automatically started at 22:52:30 UT on 2020-10-14, i.e., 232 s after the BAT trigger, and 3x40s, 4x60s, 12x90s frames in the Sloan r-filter were obtained.The optical afterglow (Pozanenko et al., GCN 28628; de Ugarte Postigo et al, GCN 28650) inside the enhanced XRT position (D'Elia et al. GCN 28626) is weakly detected in our stacked image, with r = 20.9 +/- 0.3 at T-mid = 0.324 hr after the BAT trigger, calibrated with nearby Pan-STARRS stars.
28653|GRB201015A: Nanshan/NEXT early optical observations|GRB201015A|https://gcn.gsfc.nasa.gov/gcn3/28653.gcn3|We observed the field of GRB 201015A (D'Elia et al., GCN 28632) using the NEXT-0.6m optical telescope located at Nanshan, Xinjiang, China. Observations automatically started at 22:51:31 UT on 2020-10-15, i.e., 78 s after the BAT trigger. We obtained 3x40s, 4x60s and 12x90s frames in the Sloan r-filter until the sky brightens.The optical afterglow (e.g., Lipunov et al., GCN 28633; Kennea et al., GCN 28635; Malesani et al., GCN 28637; Ackley et al., GCN 28639; Hu et al., GCN 28645) is clearly detected in our images. The lightcurve rises from r = 18.34 +/- 0.08 at T-mid=98 s to the peak of r = 16.97 +/- 0.03 at T-mid=226 s, and then decays roughly in a powerlaw with the index of alpha ~ 1.2. Photometry is calculated with the Pan-STARRS field.
28372|GRB 200906A: Nanshan/NEXT optical upper limit|GRB 200906A|https://gcn.gsfc.nasa.gov/gcn3/28372.gcn3|We observed the field of GRB 200906A (Page et al., GCN 28371) using the NEXT-0.6m telescope located at Nanshan, Xinjiang, China. We only obtained 2x120s frames in the Sloan r-band due to the cloudy weather, starting at 15:03:47 UT on 2020-09-06, i.e., 1.88 hr after the BAT trigger.No optical source is detected in our stacked image at the XRT position (Page et al., GCN 28371), down to a limiting magnitude of r~19.3, calibrated with the nearby PanSTARRS field.
28330|GRB 200829A: Continued Nanshan/NEXT optical observations|GRB 200829A|https://gcn.gsfc.nasa.gov/gcn3/28330.gcn3|We continued to observe the optical afterglow (e.g., Siegel et al., GCN 28307; Pozanenko et al., GCN 28308; Kuin and Siegel, GCN 28311; Lipunov et al., GCN 28315; Vinko et al., 28316; Hentunen et al., GCN 28318; Zhu et al., GCN 28324; Moskvitin et al., GCNs 28322, 28328; Pankov et al., GCN 28329) of GRB 200829A (Siegel et al., GCN 28307; Ursi et al., GCN 28314; Ridnaia et al., GCN  28323; Lesage et al., GCN 28326), using the NEXT-0.6m telescope located at Nanshan, Xinjiang, China. We obtained 28 frames in the Sloan r band, starting at 15:24:17 UT on 2020-08-30, i.e., about 1.058 d after the BAT trigger.Preliminary photometric measurements are as follows:Filter	        T_exp/s	T_mid/d	Mag	     Mag_errSDSS-r	8x120	1.062       >20.6SDSS-r	20x120	1.307       21.20        0.16calibrated with nearby Pan-STARRS stars.
28324|GRB 200829A: Nanshan/NEXT optical observations|GRB 200829A|https://gcn.gsfc.nasa.gov/gcn3/28324.gcn3|We observed the field of GRB 200829A (Siegel et al., GCN 28307) using the NEXT-0.6mtelescope located at Nanshan, Xinjiang, China. We obtained a series of frames in the Sloan g-/r-/i- bands, starting at 19:55:23 UT on 2020-08-29, i.e., 5.93 hr after the BAT trigger.The GRB optical afterglow (e.g., Pozanenko et al., GCN 28308; Kuin et al., GCN 28311; Ursi et al., GCN 28314; Lipunov et al., GCN 28315; Vinko et al., GCN 28316; Hentunen & Nissinen, GCN 28318; Moskvitin et al., GCN 28322) is clearly detected in our images.Preliminary photometric measurements are as follows:Filter	      T-mid(hr)  Mag    Mag_errSDSS-g	6.72	    18.89	0.04SDSS-r	5.98	    18.77	0.04SDSS-i	6.40	    18.50	0.05calibrated with nearby Pan-STARRS stars.
28229|GRB 200806A: Nanshan/NEXT optical upper limit|GRB 200806A|https://gcn.gsfc.nasa.gov/gcn3/28229.gcn3|We observed the field of GRB 200806A (Ambrosiet al., GCN 28211) using the NEXT-0.6m telescope located at Nanshan, Xinjiang, China. We obtained 8x100s frames in the Sloan r-band, starting at 19:42:36 UT on 2020-08-07, i.e., 28.22 hr after the burst.No optical source is detected in our stacked image at the enhanced XRT position (Beardmore et al., GCN 28214), down to a limiting magnitude of r~20.2, calibrated with the nearby PanSTARRS field.
28180|GRB 200729A: Nanshan/NEXT optical upper limit|GRB 200729A|https://gcn.gsfc.nasa.gov/gcn3/28180.gcn3|We observed the field of GRB 200729A (Evans et al., GCN 28165) using the NEXT-0.6m telescope located at Nanshan, Xinjiang, China. We obtained 10x100s frames in the Sloan r-band, starting at 15:51:05 UT on 2020-07-30, i.e., 20.22 hr after the burst.No optical source is detected in our stacked image at the enhanced XRT position (Osborne et al., GCN 28168), down to a limiting magnitude of r~20.2, calibrated with the nearby PanSTARRS field.
27837|GRB 200528A: Nanshan/NEXT optical upper limit|GRB 200528A|https://gcn.gsfc.nasa.gov/gcn3/27837.gcn3|We observed the field of GRB 2005528A (Ambrosi et al., GCN 27832) using the NEXT-0.6m telescope located at Nanshan, Xinjiang, China. We obtained 5x120s frames in the Sloan r-band, starting at 15:55:41 UT on 2020-05-28, i.e., 5.47 hr after the burst.No optical source is detected in our stacked image at the enhanced XRT position (Evans et al., GCN 27836), down to a limiting magnitude of r~20.1, calibrated with nearby SDSS field.
27161|GRB 200219C: Nanshan/NEXT optical upper limit and possible host galaxy from PanSTARRS|GRB 200219C|https://gcn.gsfc.nasa.gov/gcn3/27161.gcn3|We observed the field of the possible X-ray afterglow by Swift/XRT (Burrows et al., GCN 27157) of GRB 200219C detected by Fermi/GBM and Fermi/LAT (GCN 27145; Dirirsa et al., GCN 27151), using the 0.6m NEXT telescope located at Nanshan, Xinjiang, China. Observations started at 22:45:55 UT on 2020-02-20 (i.e., 22.8 h after the Fermi trigger) and 10x300 s Sloan r-band frames were obtained.No optical counterpart is detected in our stacked image at the Swift XRT position, down to a limiting magnitude of r~21.0.Inspection of PanSTARRS reveals a faint, extended source within the XRT error circle. It's localized at coordinates: R.A. (J2000) = 17:30:02.21, Dec.(J2000) = +10:32:22.69, and has r = 22.70 +/- 0.15 mag. Thus is may be the host galaxy of the GRB, if the Swift XRT detection is the afterglow of the GRB.
27104|GRB 200216B: Nanshan/NEXT early optical upper limit and possible host galaxy|GRB 200216B|https://gcn.gsfc.nasa.gov/gcn3/27104.gcn3|We observed the field of GRB 200216B (D'Avanzo et al., GCN 27102) using the NEXT 0.6m optical telescope located at Nanshan, Xinjiang, China. Observations automatically started at 13:33:46 UT on 2002-02-16, i.e., 73 s after the BAT trigger. We obtained 3x40 s, 4x60 s, 3x90 s and onging 200 s frames in the Sloan r-filter. The altitude for the GRB and the weather has been improving.No optical afterglow is detected in our images at the XRT position (D'Avanzo et al., GCN 27102) down to a limiting magnitude of r~20.0.Meanwhile, we note that there exists a very marginally detected blob (thus noise fluctuation not ruled out yet), extended and being positionally consistent with the XRT position both in PanSTAR r-band field, centred at coordinates: R.A. (J2000) = 10:41:44.23, Dec. (J2000) = +19:28:33.18. The source would be of r~23 in depth, and might be the host galaxy of the GRB. Deep imaging would identify the nature of the blob.
27081|GRB 200215A: Nanshan/NEXT optical upper limit|GRB 200215A|https://gcn.gsfc.nasa.gov/gcn3/27081.gcn3|We observed the field of GRB 200215A (Bernardini et al., GCN 27079) using the NEXT 0.6m optical telescope located at Nanshan, Xinjiang, China. Observations automatically started at 14:40:59 UT on 2002-02-15, i.e., 88 s after the BAT trigger. We obtained 3x40 s,  4x60 s, and 5x90 s frames in the Sloan r-filter. Observations then ended due to follow-ups of LIGO/Virgo S200213t.No optical afterglow is detected in our images at the XRT position (Bernardini et al., GCN 27079) down to a limiting magnitude of r~18.0, calibrated with the nearby PanSTARRS field.
